"word" "doc" "freq"
4735 70 1
4794 70 1
4799 70 2
4899 70 1
4923 70 1
4992 70 1
5076 70 1
5142 70 3
5227 70 6
5266 70 1
5358 70 1
5401 70 4
5525 70 2
5527 70 1
5571 70 1
5598 70 1
5668 70 1
70 71 1
139 71 1
162 71 1
283 71 3
328 71 1
369 71 2
506 71 1
656 71 2
737 71 1
791 71 1
1056 71 1
1061 71 1
1123 71 1
1125 71 1
1200 71 1
1226 71 3
1330 71 4
1333 71 1
1445 71 1
1527 71 3
1543 71 1
1670 71 1
1689 71 1
1717 71 1
1778 71 1
2260 71 1
2326 71 1
2395 71 2
2489 71 1
2550 71 2
2626 71 1
2632 71 1
2713 71 1
2877 71 1
3050 71 1
3082 71 1
3306 71 3
3347 71 2
3451 71 1
3687 71 1
3817 71 1
3885 71 3
4006 71 1
4014 71 1
4039 71 1
4106 71 1
4146 71 1
4158 71 1
4214 71 1
4251 71 1
4273 71 3
4274 71 1
4390 71 1
4403 71 1
4539 71 2
4621 71 1
4698 71 1
4716 71 1
4743 71 1
5011 71 1
5142 71 1
5280 71 1
5647 71 1
5821 71 1
5867 71 1
12 72 1
55 72 1
70 72 1
74 72 1
127 72 1
181 72 1
208 72 1
284 72 1
289 72 1
323 72 1
372 72 1
481 72 1
506 72 1
516 72 1
533 72 1
534 72 1
566 72 4
657 72 1
737 72 1
760 72 1
932 72 3
1014 72 1
1025 72 1
1079 72 1
1123 72 1
1146 72 1
1162 72 1
1197 72 1
1211 72 1
1216 72 1
1330 72 1
1342 72 1
1383 72 1
1450 72 1
1525 72 1
1527 72 4
1560 72 4
1621 72 1
1670 72 1
1673 72 1
1818 72 1
1851 72 1
1875 72 1
1905 72 1
1913 72 1
1921 72 1
1942 72 1
1953 72 2
2056 72 1
2100 72 2
2148 72 1
2155 72 1
2173 72 3
2200 72 6
2259 72 1
2312 72 1
2317 72 1
2433 72 1
2464 72 2
2501 72 1
2587 72 1
2617 72 1
2626 72 1
2632 72 1
2635 72 1
2642 72 1
2648 72 1
2688 72 3
2767 72 1
2841 72 1
2877 72 1
2963 72 1
3039 72 2
3050 72 1
3061 72 1
3080 72 2
3087 72 1
3141 72 1
3156 72 1
3176 72 1
3243 72 1
3249 72 1
3279 72 1
3306 72 1
3308 72 4
3373 72 2
3379 72 1
3392 72 10
3538 72 2
3541 72 4
3614 72 1
3629 72 2
3660 72 1
3674 72 1
3681 72 1
3738 72 3
3740 72 1
3838 72 1
3936 72 1
3960 72 1
4010 72 1
4038 72 1
4043 72 1
4093 72 1
4157 72 1
4206 72 1
4207 72 2
4235 72 1
4238 72 1
4239 72 1
4359 72 1
4436 72 1
4446 72 1
4490 72 2
4520 72 5
4528 72 1
4677 72 1
4690 72 2
4753 72 1
4769 72 1
4816 72 1
4842 72 1
4884 72 1
4961 72 1
4987 72 1
5088 72 2
5142 72 3
5211 72 1
5217 72 1
5237 72 1
5336 72 1
5358 72 2
5392 72 1
5401 72 1
5473 72 1
5527 72 3
5670 72 1
5672 72 1
5686 72 2
5867 72 1
5872 72 1
80 73 1
87 73 1
162 73 1
224 73 1
258 73 1
370 73 1
371 73 1
473 73 2
488 73 6
590 73 1
778 73 1
783 73 2
856 73 1
1090 73 2
1123 73 1
1152 73 2
1221 73 1
1231 73 1
1330 73 2
1407 73 1
1414 73 2
1465 73 3
1521 73 4
1560 73 3
1562 73 1
1824 73 1
1830 73 5
1921 73 2
2022 73 1
2069 73 2
2146 73 1
2385 73 1
2645 73 1
2656 73 1
2660 73 1
2877 73 1
3042 73 1
3189 73 2
3199 73 1
3240 73 1
3245 73 2
3249 73 1
3306 73 2
3308 73 1
3313 73 1
3392 73 4
3397 73 1
3413 73 1
3538 73 1
3614 73 1
3677 73 1
3681 73 2
3686 73 1
3741 73 1
3743 73 1
3826 73 1
3838 73 2
3936 73 1
4043 73 2
4093 73 1
4097 73 1
4132 73 1
4134 73 1
4183 73 1
4236 73 1
4239 73 2
4461 73 1
4510 73 4
4520 73 5
4648 73 1
4694 73 1
4799 73 2
4880 73 2
5137 73 1
5142 73 1
5327 73 1
5406 73 1
5487 73 1
5670 73 4
5675 73 1
5700 73 1
5701 73 2
5715 73 1
18 74 1
80 74 1
144 74 1
172 74 1
224 74 3
278 74 1
289 74 1
344 74 2
375 74 1
679 74 1
984 74 1
1071 74 1
1311 74 1
1330 74 1
1445 74 1
1452 74 1
1525 74 1
1544 74 1
1550 74 1
1810 74 3
1851 74 2
1859 74 1
1910 74 1
2079 74 1
2085 74 1
2252 74 1
2413 74 1
2583 74 1
2587 74 1
2614 74 1
2649 74 1
2877 74 1
2936 74 1
3245 74 3
3392 74 2
3571 74 7
3573 74 5
3581 74 1
3686 74 1
3802 74 1
3842 74 1
3936 74 1
3970 74 1
3973 74 1
4134 74 2
4158 74 1
4219 74 1
4239 74 4
4285 74 1
4419 74 4
4603 74 1
4786 74 3
4972 74 1
5050 74 2
5081 74 1
5137 74 1
5142 74 1
5165 74 1
5336 74 1
5353 74 2
5383 74 1
5389 74 1
5401 74 3
5463 74 1
5525 74 1
5596 74 1
5801 74 5
5841 74 1
5849 74 1
5861 74 1
5867 74 1
38 75 1
141 75 1
224 75 1
226 75 1
227 75 1
399 75 1
439 75 1
506 75 1
656 75 1
771 75 2
790 75 1
891 75 1
895 75 1
970 75 1
1125 75 1
1311 75 2
1344 75 1
1362 75 2
1390 75 1
1426 75 1
1445 75 1
1482 75 1
1638 75 1
1650 75 1
1664 75 1
1670 75 1
1830 75 2
1942 75 3
2035 75 1
2069 75 1
2188 75 1
2200 75 1
2235 75 1
2313 75 1
2326 75 1
2395 75 3
2626 75 1
2655 75 1
2771 75 1
2777 75 1
2877 75 1
2948 75 1
3023 75 1
3029 75 1
3039 75 1
3042 75 1
3054 75 1
3093 75 1
3154 75 1
3392 75 3
3433 75 8
3439 75 3
3558 75 8
3582 75 1
3701 75 2
3842 75 4
3940 75 1
3941 75 1
4043 75 1
4071 75 1
4150 75 1
4158 75 1
4313 75 1
4369 75 5
4431 75 1
4441 75 3
4446 75 2
4471 75 1
4502 75 1
4528 75 2
4573 75 3
4709 75 2
4786 75 3
4809 75 1
4871 75 1
5011 75 1
5066 75 1
5081 75 3
5142 75 3
5182 75 1
5358 75 1
5401 75 2
5484 75 5
5821 75 2
5841 75 1
5901 75 3
39 76 1
141 76 2
181 76 1
208 76 1
225 76 1
227 76 1
311 76 3
369 76 1
473 76 1
533 76 1
791 76 1
1004 76 1
1042 76 1
1083 76 1
1125 76 1
1330 76 5
1401 76 1
1414 76 3
1737 76 1
1851 76 1
1897 76 1
2002 76 1
2026 76 1
2044 76 1
2085 76 1
2260 76 1
2550 76 1
2604 76 1
2623 76 1
2624 76 1
2655 76 2
2877 76 1
3060 76 1
3308 76 1
3392 76 2
3424 76 2
3488 76 2
3547 76 1
3741 76 1
3834 76 1
3885 76 1
3922 76 1
4093 76 1
4251 76 1
4253 76 1
4285 76 1
4369 76 1
4373 76 1
4446 76 2
4461 76 1
4495 76 1
4505 76 2
4517 76 1
4562 76 3
4662 76 2
4690 76 1
4857 76 2
4902 76 1
5004 76 6
5014 76 1
5081 76 1
5088 76 2
5265 76 1
5294 76 1
5336 76 1
5518 76 1
5661 76 1
5670 76 2
5701 76 1
5901 76 1
74 77 1
96 77 1
198 77 1
224 77 2
289 77 1
362 77 1
426 77 2
473 77 3
583 77 2
687 77 1
778 77 1
782 77 2
783 77 1
909 77 1
1032 77 1
1090 77 2
1330 77 1
1379 77 1
1407 77 1
1422 77 1
1462 77 1
1465 77 1
1544 77 1
1560 77 4
1673 77 1
1806 77 1
1810 77 1
1830 77 4
1851 77 1
1981 77 1
2022 77 1
2141 77 1
2174 77 1
2190 77 1
2497 77 1
2562 77 1
2583 77 1
2677 77 1
2811 77 1
2818 77 1
2877 77 1
2969 77 1
3031 77 2
3037 77 1
3083 77 1
3209 77 1
3218 77 2
3234 77 2
3249 77 1
3306 77 1
3308 77 1
3392 77 5
3413 77 1
3454 77 1
3635 77 1
3674 77 1
3681 77 1
3775 77 1
3838 77 1
3858 77 1
3936 77 1
4098 77 1
4158 77 1
4173 77 1
4200 77 1
4239 77 5
4251 77 1
4390 77 1
4425 77 1
4502 77 2
4505 77 1
4510 77 1
4528 77 1
4675 77 1
4682 77 2
4799 77 1
4865 77 2
4880 77 1
5088 77 1
5142 77 1
5167 77 1
5601 77 1
5675 77 2
5768 77 1
5796 77 1
5815 77 1
5867 77 1
5892 77 1
96 78 1
134 78 1
181 78 1
186 78 1
187 78 1
198 78 1
224 78 1
226 78 1
283 78 1
284 78 1
289 78 5
487 78 2
795 78 1
858 78 1
940 78 5
943 78 1
944 78 4
1042 78 2
1056 78 1
1093 78 1
1129 78 1
1146 78 1
1330 78 2
1379 78 2
1445 78 1
1452 78 3
1472 78 1
1487 78 4
1490 78 1
1522 78 1
1544 78 1
1560 78 1
1589 78 1
1630 78 2
1810 78 2
1830 78 1
1851 78 2
1981 78 1
2085 78 1
2141 78 1
2271 78 1
2831 78 1
2843 78 1
2939 78 1
2989 78 1
3037 78 1
3039 78 2
3209 78 1
3218 78 2
3392 78 4
3454 78 1
3458 78 1
3540 78 1
3581 78 1
3660 78 3
3677 78 3
3681 78 1
3840 78 1
3858 78 1
3863 78 1
3933 78 1
4098 78 1
4158 78 2
4193 78 1
4198 78 1
4200 78 2
4228 78 1
4239 78 3
4346 78 1
4369 78 2
4390 78 2
4502 78 1
4505 78 1
4517 78 1
4528 78 1
4657 78 1
4779 78 1
4786 78 6
4799 78 3
4880 78 2
4906 78 3
5088 78 1
5120 78 1
5137 78 1
5142 78 2
5182 78 1
5326 78 1
5329 78 1
5352 78 1
5401 78 6
5463 78 3
5601 78 1
5642 78 1
5672 78 1
5715 78 1
5729 78 1
5841 78 1
5867 78 1
96 79 1
198 79 2
295 79 1
473 79 1
525 79 1
534 79 2
625 79 1
656 79 1
970 79 2
1155 79 1
1330 79 1
1379 79 1
1440 79 2
1452 79 1
1487 79 1
1544 79 1
1851 79 1
1874 79 1
1875 79 1
1921 79 1
1981 79 1
2141 79 1
2216 79 1
2497 79 1
2562 79 1
2641 79 1
2745 79 2
3031 79 1
3033 79 1
3035 79 1
3037 79 1
3209 79 1
3218 79 2
3232 79 1
3306 79 1
3392 79 2
3433 79 1
3454 79 1
3475 79 1
3629 79 1
3858 79 1
4043 79 1
4090 79 1
4098 79 1
4111 79 1
4134 79 1
4158 79 1
4238 79 1
4239 79 2
4369 79 1
4373 79 1
4446 79 2
4502 79 1
4505 79 1
4657 79 1
4691 79 2
4771 79 1
4880 79 1
4993 79 1
4996 79 1
5004 79 3
5081 79 1
5088 79 5
5142 79 1
5336 79 3
5358 79 1
5527 79 1
5601 79 1
5661 79 2
5665 79 1
5730 79 1
5815 79 1
5867 79 1
70 80 1
96 80 1
162 80 1
186 80 1
198 80 1
284 80 1
311 80 1
371 80 1
467 80 1
473 80 1
488 80 2
652 80 1
710 80 1
783 80 1
830 80 1
831 80 3
1093 80 1
1221 80 2
1330 80 2
1379 80 1
1544 80 1
1560 80 3
1810 80 2
1830 80 1
1929 80 1
1981 80 1
2044 80 1
2056 80 1
2141 80 1
2242 80 1
2400 80 2
2644 80 1
2827 80 1
3185 80 1
3206 80 1
3209 80 1
3218 80 2
3249 80 1
3392 80 4
3454 80 1
3486 80 1
3629 80 3
3650 80 1
3706 80 1
3838 80 1
3858 80 1
3885 80 1
4094 80 1
4098 80 1
4158 80 1
4239 80 3
4390 80 1
4446 80 1
4502 80 1
4505 80 1
4520 80 1
4601 80 1
4834 80 1
4880 80 1
5088 80 1
5141 80 1
5142 80 1
5262 80 2
5383 80 1
5527 80 1
5601 80 1
5642 80 1
5670 80 1
5686 80 1
5730 80 1
5936 81 2
53 81 1
70 81 1
96 81 1
198 81 1
284 81 1
380 81 2
583 81 3
753 81 1
778 81 1
1042 81 1
1093 81 1
1125 81 1
1330 81 1
1379 81 1
1487 81 1
1525 81 1
1544 81 1
1560 81 4
1729 81 1
1759 81 1
1830 81 4
1981 81 1
2022 81 1
2035 81 1
2102 81 1
2141 81 1
2213 81 1
2219 81 2
2559 81 1
2587 81 1
2644 81 3
2771 81 1
2818 81 1
2877 81 1
2969 81 1
3031 81 1
3033 81 1
3037 81 1
3209 81 1
3218 81 2
3234 81 1
3306 81 1
3310 81 1
3381 81 1
3392 81 2
3398 81 1
3406 81 2
3411 81 1
3413 81 1
3454 81 1
3512 81 1
3585 81 1
3681 81 2
3687 81 1
3838 81 1
3858 81 1
3936 81 1
4098 81 1
4158 81 2
4200 81 2
4204 81 3
4236 81 1
4239 81 1
4390 81 1
4487 81 3
4502 81 1
4505 81 1
4528 81 1
4682 81 3
4799 81 1
4865 81 1
4880 81 1
4996 81 1
5088 81 4
5142 81 1
5401 81 1
5601 81 1
5661 81 1
96 82 1
162 82 2
181 82 1
198 82 1
224 82 1
227 82 1
254 82 1
371 82 2
372 82 1
378 82 1
467 82 1
473 82 1
488 82 1
710 82 1
830 82 1
942 82 1
1062 82 2
1146 82 1
1221 82 2
1330 82 1
1342 82 1
1379 82 1
1452 82 1
1505 82 1
1544 82 1
1560 82 3
1604 82 1
1672 82 1
1810 82 6
1830 82 1
1853 82 1
1928 82 1
1981 82 1
2069 82 1
2141 82 1
2200 82 1
2400 82 1
2644 82 1
2795 82 1
2827 82 1
2877 82 1
3037 82 1
3039 82 1
3182 82 1
3209 82 1
3218 82 2
3240 82 2
3249 82 2
3306 82 1
3374 82 8
3392 82 5
3416 82 1
3454 82 1
3629 82 6
3677 82 2
3741 82 1
3775 82 1
3858 82 1
3936 82 1
4098 82 1
4135 82 1
4158 82 2
4239 82 2
4359 82 1
4390 82 1
4446 82 4
4478 82 1
4502 82 1
4505 82 1
4525 82 1
4601 82 1
4690 82 3
4771 82 1
4799 82 1
4834 82 1
4880 82 1
4882 82 1
4910 82 4
5088 82 1
5262 82 1
5392 82 1
5459 82 1
5527 82 1
5601 82 1
5730 82 1
12 83 1
80 83 1
96 83 1
198 83 1
224 83 3
227 83 1
283 83 1
284 83 2
467 83 1
487 83 1
534 83 2
535 83 1
870 83 1
940 83 3
943 83 2
944 83 2
945 83 1
1042 83 1
1058 83 1
1062 83 1
1071 83 1
1102 83 1
1123 83 1
1330 83 1
1379 83 1
1407 83 4
1452 83 1
1487 83 2
1494 83 1
1506 83 3
1522 83 3
1544 83 1
1560 83 5
1810 83 1
1830 83 1
1851 83 2
1981 83 1
2028 83 3
2141 83 1
2271 83 1
2447 83 1
2564 83 1
2583 83 1
2745 83 1
2771 83 2
2831 83 1
2877 83 1
2889 83 1
3035 83 1
3037 83 1
3165 83 1
3182 83 1
3209 83 1
3218 83 2
3373 83 1
3374 83 2
3392 83 6
3454 83 1
3660 83 2
3677 83 3
3791 83 1
3838 83 1
3858 83 1
3933 83 1
3936 83 1
3996 83 1
4003 83 1
4098 83 1
4158 83 3
4200 83 2
4285 83 1
4346 83 1
4369 83 1
4390 83 1
4395 83 1
4460 83 2
4502 83 1
4505 83 1
4528 83 1
4663 83 1
4799 83 2
4875 83 1
4880 83 3
4899 83 1
4906 83 1
5088 83 1
5137 83 1
5142 83 2
5182 83 1
5329 83 1
5406 83 1
5463 83 2
5601 83 1
5642 83 1
5670 83 1
5686 83 1
5729 83 1
5821 83 1
5867 83 1
12 84 1
80 84 1
96 84 1
198 84 1
218 84 1
224 84 3
227 84 1
283 84 1
285 84 1
369 84 1
775 84 1
940 84 3
943 84 1
944 84 2
985 84 1
1042 84 1
1058 84 1
1090 84 1
1330 84 3
1379 84 1
1452 84 1
1487 84 3
1497 84 1
1522 84 2
1523 84 1
1544 84 1
1557 84 1
1560 84 3
1725 84 1
1810 84 2
1851 84 2
1976 84 1
1981 84 1
2014 84 1
2028 84 4
2141 84 1
2271 84 1
2447 84 1
2623 84 1
2771 84 1
2831 84 1
2850 84 1
2877 84 1
2939 84 1
3035 84 1
3037 84 1
3209 84 1
3218 84 2
3374 84 5
3392 84 9
3454 84 1
3629 84 4
3677 84 2
3681 84 1
3858 84 1
3863 84 1
3922 84 1
3933 84 1
4098 84 1
4158 84 1
4200 84 2
4208 84 1
4285 84 1
4346 84 1
4369 84 2
4390 84 2
4395 84 1
4460 84 1
4502 84 2
4505 84 1
4528 84 1
4648 84 1
4779 84 1
4799 84 3
4816 84 1
4834 84 1
4875 84 1
4880 84 2
4906 84 1
4910 84 7
5088 84 1
5137 84 1
5142 84 3
5182 84 1
5329 84 1
5406 84 2
5463 84 1
5601 84 1
5604 84 1
5686 84 1
34 85 1
96 85 1
162 85 1
198 85 2
311 85 1
461 85 1
625 85 1
777 85 1
791 85 1
870 85 1
1097 85 1
1211 85 2
1330 85 3
1379 85 1
1414 85 3
1544 85 1
1790 85 1
1829 85 1
1830 85 2
1835 85 1
1884 85 1
1903 85 1
1981 85 1
2022 85 1
2141 85 1
2193 85 1
2200 85 1
2562 85 1
2614 85 1
2644 85 1
2652 85 2
2745 85 1
2998 85 1
3031 85 1
3033 85 1
3209 85 1
3218 85 2
3223 85 1
3232 85 1
3306 85 1
3392 85 2
3454 85 1
3581 85 1
3681 85 1
3788 85 2
3837 85 1
3858 85 1
3936 85 1
4098 85 1
4158 85 1
4204 85 2
4239 85 1
4294 85 1
4313 85 1
4502 85 1
4505 85 1
4597 85 1
4694 85 1
4780 85 1
4880 85 1
4882 85 1
4979 85 1
4993 85 1
5004 85 3
5081 85 1
5088 85 1
5142 85 1
5601 85 1
5680 85 1
5715 85 1
5730 85 1
5867 85 1
5918 85 1
5920 85 3
5936 86 2
5936 86 1
5936 86 1
70 86 1
224 86 1
283 86 1
365 86 1
371 86 1
534 86 6
726 86 1
783 86 1
791 86 1
1123 86 1
1330 86 1
1466 86 1
1487 86 2
1559 86 1
1560 86 4
1691 86 2
1830 86 2
1855 86 1
2089 86 1
2092 86 1
2146 86 3
2155 86 1
2200 86 1
2745 86 4
2877 86 1
3031 86 3
3042 86 2
3107 86 1
3130 86 1
3234 86 3
3245 86 2
3306 86 1
3392 86 3
3400 86 2
3541 86 1
3581 86 2
3741 86 1
3838 86 2
3839 86 1
3862 86 1
3925 86 1
3936 86 2
4126 86 1
4158 86 1
4160 86 1
4161 86 1
4198 86 1
4238 86 2
4239 86 1
4369 86 2
4390 86 1
4428 86 1
4445 86 1
4446 86 3
4461 86 1
4799 86 1
4880 86 1
4891 86 1
5137 86 1
5142 86 3
5358 86 1
5383 86 1
5497 86 1
5525 86 1
5527 86 1
5661 86 1
5668 86 1
5701 86 1
5774 86 1
5867 86 2
96 87 1
198 87 1
224 87 3
289 87 1
471 87 1
473 87 2
583 87 3
778 87 1
783 87 1
1014 87 1
1330 87 1
1379 87 1
1422 87 1
1465 87 1
1466 87 1
1544 87 1
1558 87 1
1560 87 2
1829 87 1
1830 87 1
1851 87 1
1977 87 1
1981 87 1
2022 87 1
2141 87 1
2200 87 2
2203 87 1
2562 87 1
2583 87 1
2818 87 1
2877 87 1
2969 87 1
3031 87 2
3037 87 1
3209 87 1
3218 87 2
3225 87 1
3234 87 2
3249 87 1
3269 87 1
3306 87 1
3308 87 1
3392 87 3
3393 87 1
3413 87 1
3454 87 1
3674 87 1
3681 87 1
3838 87 1
3858 87 1
3936 87 1
4098 87 1
4158 87 1
4239 87 3
4390 87 1
4446 87 1
4447 87 1
4502 87 1
4505 87 1
4510 87 2
4682 87 3
4799 87 1
4865 87 1
4880 87 1
4996 87 1
5088 87 1
5142 87 1
5227 87 1
5366 87 1
5418 87 3
5601 87 1
5867 87 1
96 88 1
195 88 1
198 88 2
276 88 1
311 88 1
430 88 1
760 88 1
1089 88 1
1219 88 1
1330 88 3
1379 88 1
1414 88 3
1525 88 1
1544 88 1
1560 88 2
1830 88 1
1854 88 1
1896 88 1
1922 88 1
1981 88 2
2009 88 1
2022 88 1
2085 88 1
2141 88 1
2562 88 1
2614 88 1
2644 88 1
2660 88 1
2728 88 1
2949 88 2
3033 88 1
3182 88 1
3189 88 1
3209 88 1
3218 88 2
3232 88 1
3374 88 1
3392 88 6
3454 88 1
3486 88 2
3581 88 1
3681 88 1
3858 88 1
4098 88 1
4158 88 2
4202 88 1
4236 88 1
4239 88 2
4359 88 1
4440 88 1
4502 88 1
4505 88 1
4849 88 1
4865 88 1
4993 88 1
5066 88 1
5088 88 2
5254 88 1
5287 88 1
5406 88 1
5538 88 1
5601 88 1
5603 88 1
5670 88 2
5815 88 2
5867 88 1
5936 89 1
96 89 1
156 89 1
162 89 1
178 89 1
197 89 2
198 89 1
283 89 2
284 89 1
311 89 1
625 89 1
656 89 1
696 89 1
754 89 1
791 89 1
940 89 3
1048 89 1
1090 89 1
1197 89 1
1330 89 2
1379 89 1
1525 89 1
1544 89 1
1560 89 3
1810 89 1
1830 89 2
1851 89 1
1921 89 1
1981 89 1
2044 89 1
2141 89 1
2247 89 1
2644 89 1
2757 89 1
2851 89 1
2968 89 1
3033 89 1
3065 89 2
3178 89 1
3209 89 1
3218 89 2
3232 89 1
3238 89 1
3245 89 1
3303 89 1
3306 89 1
3374 89 1
3392 89 7
3438 89 1
3454 89 1
3486 89 2
3562 89 1
3677 89 1
3838 89 1
3840 89 1
3850 89 1
3858 89 1
3936 89 1
4045 89 2
4090 89 1
4094 89 1
4098 89 1
4134 89 3
4158 89 2
4202 89 1
4236 89 1
4239 89 2
4241 89 1
4502 89 1
4505 89 1
4871 89 1
4880 89 1
4993 89 1
4999 89 2
5004 89 1
5011 89 1
5066 89 1
5075 89 1
5081 89 2
5085 89 1
5088 89 1
5218 89 1
5307 89 1
5308 89 2
5309 89 2
5515 89 1
5527 89 1
5589 89 1
5706 89 1
5729 89 1
5815 89 2
78 90 1
96 90 1
105 90 1
198 90 1
473 90 1
1330 90 2
1343 90 1
1379 90 1
1412 90 1
1487 90 1
1630 90 2
1830 90 2
1981 90 1
2100 90 1
2141 90 1
2200 90 1
2278 90 1
2395 90 1
2642 90 3
2787 90 1
2809 90 1
2835 90 1
2850 90 1
3037 90 1
3039 90 1
3138 90 1
3206 90 1
3209 90 1
3218 90 2
3308 90 1
3392 90 3
3418 90 1
3436 90 2
3454 90 1
3688 90 1
3706 90 1
3824 90 1
3858 90 1
3941 90 1
4065 90 2
4098 90 1
4158 90 1
4239 90 1
4288 90 1
4369 90 3
4390 90 1
4428 90 1
4502 90 1
4505 90 1
4551 90 1
4648 90 1
4657 90 1
4865 90 1
4906 90 1
5081 90 1
5088 90 1
5266 90 1
5336 90 1
5364 90 1
5365 90 2
5401 90 1
5598 90 1
5601 90 1
5686 90 2
5814 90 1
5849 90 1
5867 90 1
96 91 1
166 91 1
172 91 1
198 91 1
284 91 1
473 91 1
1152 91 1
1343 91 1
1379 91 1
1452 91 1
1458 91 1
1544 91 2
1572 91 1
1616 91 1
1630 91 2
1851 91 1
1981 91 1
2020 91 1
2141 91 1
2200 91 1
2644 91 1
2809 91 1
2821 91 1
2852 91 1
2862 91 1
3037 91 1
3039 91 2
3147 91 1
3182 91 1
3207 91 1
3209 91 1
3218 91 2
3392 91 5
3454 91 1
3623 91 1
3677 91 1
3706 91 1
3838 91 1
3858 91 1
3933 91 1
4026 91 1
4098 91 1
4125 91 1
4158 91 2
4238 91 1
4239 91 1
4420 91 1
4502 91 1
4505 91 1
4657 91 1
4786 91 2
4865 91 1
4880 91 1
5088 91 1
5142 91 1
5353 91 1
5365 91 1
5401 91 2
5410 91 1
5601 91 1
5661 91 1
5729 91 1
5782 91 1
5920 91 2
55 92 1
96 92 1
139 92 1
162 92 2
164 92 1
178 92 2
198 92 2
224 92 1
283 92 1
353 92 1
363 92 1
473 92 1
656 92 1
737 92 2
770 92 1
791 92 1
846 92 1
953 92 1
1090 92 1
1120 92 1
1133 92 1
1162 92 1
1330 92 2
1379 92 1
1407 92 1
1414 92 2
1452 92 1
1525 92 1
1544 92 1
1560 92 5
1621 92 1
1670 92 1
1754 92 1
1830 92 2
1922 92 1
1934 92 2
1981 92 1
2009 92 1
2141 92 1
2146 92 1
2200 92 1
2378 92 1
2395 92 1
2447 92 1
2505 92 2
2506 92 3
2587 92 1
2644 92 1
2728 92 1
2730 92 1
2831 92 1
2877 92 1
2910 92 2
3008 92 1
3023 92 1
3037 92 1
3060 92 1
3093 92 1
3138 92 1
3141 92 1
3165 92 2
3182 92 1
3189 92 1
3209 92 1
3218 92 2
3238 92 2
3303 92 1
3392 92 6
3454 92 1
3486 92 1
3517 92 1
3569 92 1
3677 92 1
3686 92 1
3838 92 1
3841 92 1
3858 92 1
3862 92 1
3925 92 1
4006 92 1
4090 92 1
4098 92 1
4134 92 4
4158 92 2
4198 92 1
4202 92 1
4208 92 1
4236 92 1
4238 92 1
4239 92 1
4273 92 1
4285 92 1
4359 92 1
4369 92 2
4460 92 3
4502 92 1
4505 92 2
4605 92 1
4786 92 1
4899 92 1
5004 92 2
5066 92 2
5081 92 1
5085 92 1
5088 92 2
5229 92 1
5309 92 1
5392 92 1
5401 92 1
5601 92 1
5661 92 2
5670 92 1
5806 92 1
5842 92 1
5867 92 1
96 93 1
172 93 1
198 93 1
224 93 2
372 93 1
378 93 1
467 93 1
710 93 1
789 93 1
830 93 1
942 93 1
1330 93 1
1373 93 1
1379 93 1
1452 93 1
1544 93 1
1560 93 2
1696 93 1
1810 93 1
1929 93 1
1942 93 4
1976 93 1
1981 93 1
2035 93 1
2069 93 1
2141 93 1
2336 93 1
2400 93 1
2701 93 1
2826 93 1
3037 93 1
3138 93 1
3209 93 1
3218 93 2
3374 93 2
3392 93 4
3454 93 1
3626 93 1
3629 93 2
3677 93 1
3706 93 1
3840 93 1
3858 93 1
3885 93 1
4098 93 1
4158 93 2
4464 93 1
4466 93 1
4502 93 1
4505 93 1
4592 93 1
4601 93 1
4690 93 2
4816 93 1
4866 93 1
4910 93 2
5088 93 1
5213 93 1
5262 93 1
5401 93 1
5601 93 1
5686 93 1
5729 93 1
5761 93 1
5782 93 1
5867 93 1
5920 93 1
162 94 3
186 94 1
284 94 1
311 94 1
477 94 1
562 94 1
650 94 2
737 94 1
1071 94 1
1175 94 1
1445 94 1
1459 94 5
1550 94 2
1644 94 1
1674 94 1
1843 94 1
2220 94 3
2252 94 1
2305 94 1
2497 94 1
2550 94 1
2587 94 1
2617 94 1
2877 94 1
2939 94 1
3050 94 1
3403 94 1
3660 94 2
3674 94 1
3725 94 2
3936 94 2
4158 94 1
4200 94 2
4248 94 1
4259 94 2
4285 94 1
4298 94 1
4424 94 2
4490 94 1
4497 94 1
4498 94 1
4513 94 1
4525 94 1
4591 94 1
4677 94 1
4731 94 1
4782 94 1
4799 94 2
4805 94 1
4999 94 2
5045 94 1
5243 94 2
5254 94 1
5482 94 1
5611 94 1
5727 94 1
5867 94 1
39 95 1
54 95 1
72 95 1
90 95 1
162 95 1
163 95 1
284 95 1
289 95 2
293 95 2
464 95 1
488 95 1
535 95 1
720 95 1
962 95 1
1019 95 2
1040 95 1
1071 95 2
1125 95 1
1133 95 1
1199 95 2
1204 95 1
1293 95 5
1330 95 1
1353 95 3
1373 95 1
1392 95 3
1544 95 1
1631 95 1
1674 95 1
1859 95 1
1871 95 1
1872 95 1
1903 95 1
1905 95 1
2012 95 1
2020 95 1
2035 95 1
2158 95 2
2252 95 1
2328 95 1
2562 95 1
2578 95 1
2626 95 1
2635 95 1
2801 95 1
2877 95 1
2889 95 2
2939 95 1
2940 95 1
2970 95 2
3087 95 1
3200 95 1
3214 95 1
3266 95 1
3350 95 2
3392 95 2
3479 95 2
3481 95 1
3674 95 1
3681 95 1
3734 95 4
3741 95 2
3936 95 3
3941 95 2
3991 95 1
4048 95 5
4158 95 1
4200 95 8
4204 95 1
4206 95 1
4219 95 1
4239 95 1
4359 95 1
4390 95 1
4392 95 1
4456 95 2
4502 95 1
4528 95 1
4830 95 1
4852 95 1
