"word","doc","freq","IES"
5336,14,1,5
5364,14,1,5
5365,14,2,5
5401,14,1,5
5598,14,1,5
5601,14,1,5
5686,14,2,5
5814,14,1,5
5849,14,1,5
5867,14,1,5
96,15,1,5
166,15,1,5
172,15,1,5
198,15,1,5
284,15,1,5
473,15,1,5
1152,15,1,5
1343,15,1,5
1379,15,1,5
1452,15,1,5
1458,15,1,5
1544,15,2,5
1572,15,1,5
1616,15,1,5
1630,15,2,5
1851,15,1,5
1981,15,1,5
2020,15,1,5
2141,15,1,5
2200,15,1,5
2644,15,1,5
2809,15,1,5
2821,15,1,5
2852,15,1,5
2862,15,1,5
3037,15,1,5
3039,15,2,5
3147,15,1,5
3182,15,1,5
3207,15,1,5
3209,15,1,5
3218,15,2,5
3392,15,5,5
3454,15,1,5
3623,15,1,5
3677,15,1,5
3706,15,1,5
3838,15,1,5
3858,15,1,5
3933,15,1,5
4026,15,1,5
4098,15,1,5
4125,15,1,5
4158,15,2,5
4238,15,1,5
4239,15,1,5
4420,15,1,5
4502,15,1,5
4505,15,1,5
4657,15,1,5
4786,15,2,5
4865,15,1,5
4880,15,1,5
5088,15,1,5
5142,15,1,5
5353,15,1,5
5365,15,1,5
5401,15,2,5
5410,15,1,5
5601,15,1,5
5661,15,1,5
5729,15,1,5
5782,15,1,5
5920,15,2,5
55,16,1,5
96,16,1,5
139,16,1,5
162,16,2,5
164,16,1,5
178,16,2,5
198,16,2,5
224,16,1,5
283,16,1,5
353,16,1,5
363,16,1,5
473,16,1,5
656,16,1,5
737,16,2,5
770,16,1,5
791,16,1,5
846,16,1,5
953,16,1,5
1090,16,1,5
1120,16,1,5
1133,16,1,5
1162,16,1,5
1330,16,2,5
1379,16,1,5
1407,16,1,5
1414,16,2,5
1452,16,1,5
1525,16,1,5
1544,16,1,5
1560,16,5,5
1621,16,1,5
1670,16,1,5
1754,16,1,5
1830,16,2,5
1922,16,1,5
1934,16,2,5
1981,16,1,5
2009,16,1,5
2141,16,1,5
2146,16,1,5
2200,16,1,5
2378,16,1,5
2395,16,1,5
2447,16,1,5
2505,16,2,5
2506,16,3,5
2587,16,1,5
2644,16,1,5
2728,16,1,5
2730,16,1,5
2831,16,1,5
2877,16,1,5
2910,16,2,5
3008,16,1,5
3023,16,1,5
3037,16,1,5
3060,16,1,5
3093,16,1,5
3138,16,1,5
3141,16,1,5
3165,16,2,5
3182,16,1,5
3189,16,1,5
3209,16,1,5
3218,16,2,5
3238,16,2,5
3303,16,1,5
3392,16,6,5
3454,16,1,5
3486,16,1,5
3517,16,1,5
3569,16,1,5
3677,16,1,5
3686,16,1,5
3838,16,1,5
3841,16,1,5
3858,16,1,5
3862,16,1,5
3925,16,1,5
4006,16,1,5
4090,16,1,5
4098,16,1,5
4134,16,4,5
4158,16,2,5
4198,16,1,5
4202,16,1,5
4208,16,1,5
4236,16,1,5
4238,16,1,5
4239,16,1,5
4273,16,1,5
4285,16,1,5
4359,16,1,5
4369,16,2,5
4460,16,3,5
4502,16,1,5
4505,16,2,5
4605,16,1,5
4786,16,1,5
4899,16,1,5
5004,16,2,5
5066,16,2,5
5081,16,1,5
5085,16,1,5
5088,16,2,5
5229,16,1,5
5309,16,1,5
5392,16,1,5
5401,16,1,5
5601,16,1,5
5661,16,2,5
5670,16,1,5
5806,16,1,5
5842,16,1,5
5867,16,1,5
96,17,1,5
172,17,1,5
198,17,1,5
224,17,2,5
372,17,1,5
378,17,1,5
467,17,1,5
710,17,1,5
789,17,1,5
830,17,1,5
942,17,1,5
1330,17,1,5
1373,17,1,5
1379,17,1,5
1452,17,1,5
1544,17,1,5
1560,17,2,5
1696,17,1,5
1810,17,1,5
1929,17,1,5
1942,17,4,5
1976,17,1,5
1981,17,1,5
2035,17,1,5
2069,17,1,5
2141,17,1,5
2336,17,1,5
2400,17,1,5
2701,17,1,5
2826,17,1,5
3037,17,1,5
3138,17,1,5
3209,17,1,5
3218,17,2,5
3374,17,2,5
3392,17,4,5
3454,17,1,5
3626,17,1,5
3629,17,2,5
3677,17,1,5
3706,17,1,5
3840,17,1,5
3858,17,1,5
3885,17,1,5
4098,17,1,5
4158,17,2,5
4464,17,1,5
4466,17,1,5
4502,17,1,5
4505,17,1,5
4592,17,1,5
4601,17,1,5
4690,17,2,5
4816,17,1,5
4866,17,1,5
4910,17,2,5
5088,17,1,5
5213,17,1,5
5262,17,1,5
5401,17,1,5
5601,17,1,5
5686,17,1,5
5729,17,1,5
5761,17,1,5
5782,17,1,5
5867,17,1,5
5920,17,1,5
162,1,3,6
186,1,1,6
284,1,1,6
311,1,1,6
477,1,1,6
562,1,1,6
650,1,2,6
737,1,1,6
1071,1,1,6
1175,1,1,6
1445,1,1,6
1459,1,5,6
1550,1,2,6
1644,1,1,6
1674,1,1,6
1843,1,1,6
2220,1,3,6
2252,1,1,6
2305,1,1,6
2497,1,1,6
2550,1,1,6
2587,1,1,6
2617,1,1,6
2877,1,1,6
2939,1,1,6
3050,1,1,6
3403,1,1,6
3660,1,2,6
3674,1,1,6
3725,1,2,6
3936,1,2,6
4158,1,1,6
4200,1,2,6
4248,1,1,6
4259,1,2,6
4285,1,1,6
4298,1,1,6
4424,1,2,6
4490,1,1,6
4497,1,1,6
4498,1,1,6
4513,1,1,6
4525,1,1,6
4591,1,1,6
4677,1,1,6
4731,1,1,6
4782,1,1,6
4799,1,2,6
4805,1,1,6
4999,1,2,6
5045,1,1,6
5243,1,2,6
5254,1,1,6
5482,1,1,6
5611,1,1,6
5727,1,1,6
5867,1,1,6
39,2,1,6
54,2,1,6
72,2,1,6
90,2,1,6
162,2,1,6
163,2,1,6
284,2,1,6
289,2,2,6
293,2,2,6
464,2,1,6
488,2,1,6
535,2,1,6
720,2,1,6
962,2,1,6
1019,2,2,6
1040,2,1,6
1071,2,2,6
1125,2,1,6
1133,2,1,6
1199,2,2,6
1204,2,1,6
1293,2,5,6
1330,2,1,6
1353,2,3,6
1373,2,1,6
1392,2,3,6
1544,2,1,6
1631,2,1,6
1674,2,1,6
1859,2,1,6
1871,2,1,6
1872,2,1,6
1903,2,1,6
1905,2,1,6
2012,2,1,6
2020,2,1,6
2035,2,1,6
2158,2,2,6
2252,2,1,6
2328,2,1,6
2562,2,1,6
2578,2,1,6
2626,2,1,6
2635,2,1,6
2801,2,1,6
2877,2,1,6
2889,2,2,6
2939,2,1,6
2940,2,1,6
2970,2,2,6
3087,2,1,6
3200,2,1,6
3214,2,1,6
3266,2,1,6
3350,2,2,6
3392,2,2,6
3479,2,2,6
3481,2,1,6
3674,2,1,6
3681,2,1,6
3734,2,4,6
3741,2,2,6
3936,2,3,6
3941,2,2,6
3991,2,1,6
4048,2,5,6
4158,2,1,6
4200,2,8,6
4204,2,1,6
4206,2,1,6
4219,2,1,6
4239,2,1,6
4359,2,1,6
4390,2,1,6
4392,2,1,6
4456,2,2,6
4502,2,1,6
4528,2,1,6
4830,2,1,6
4852,2,1,6
4906,2,1,6
4930,2,1,6
4979,2,1,6
4980,2,1,6
5092,2,1,6
5106,2,3,6
5108,2,3,6
5265,2,1,6
5266,2,2,6
5294,2,1,6
5401,2,4,6
5446,2,1,6
5642,2,1,6
5670,2,1,6
5674,2,2,6
5849,2,1,6
39,3,1,6
90,3,1,6
102,3,1,6
185,3,1,6
208,3,1,6
224,3,1,6
256,3,1,6
258,3,2,6
317,3,1,6
360,3,1,6
433,3,1,6
473,3,1,6
520,3,1,6
540,3,1,6
603,3,1,6
621,3,1,6
656,3,1,6
737,3,1,6
743,3,2,6
810,3,1,6
953,3,1,6
1010,3,1,6
1056,3,1,6
1090,3,3,6
1123,3,1,6
1133,3,3,6
1150,3,1,6
1159,3,1,6
1194,3,3,6
1216,3,2,6
1276,3,1,6
1284,3,1,6
1330,3,1,6
1426,3,1,6
1445,3,1,6
1486,3,1,6
1487,3,6,6
1488,3,1,6
1489,3,1,6
1490,3,4,6
1497,3,1,6
1621,3,2,6
1664,3,3,6
1723,3,1,6
1742,3,5,6
1798,3,6,6
1851,3,9,6
1873,3,2,6
1897,3,1,6
1941,3,1,6
1942,3,1,6
2016,3,1,6
2038,3,1,6
2052,3,2,6
2100,3,1,6
2102,3,1,6
2118,3,1,6
2146,3,1,6
2184,3,1,6
2297,3,2,6
2313,3,3,6
2371,3,1,6
2378,3,1,6
2591,3,1,6
2638,3,1,6
2800,3,3,6
2877,3,1,6
2939,3,2,6
3130,3,1,6
3141,3,1,6
3218,3,1,6
3306,3,1,6
3326,3,1,6
3493,3,1,6
3617,3,1,6
3638,3,11,6
3660,3,1,6
3692,3,1,6
3741,3,1,6
3836,3,2,6
3904,3,1,6
3998,3,2,6
4039,3,1,6
4072,3,1,6
4090,3,1,6
4114,3,1,6
4158,3,2,6
4204,3,3,6
4213,3,2,6
4229,3,1,6
4238,3,1,6
4253,3,1,6
4273,3,1,6
4398,3,1,6
4690,3,2,6
4805,3,2,6
4965,3,1,6
5012,3,1,6
5088,3,1,6
5141,3,1,6
5254,3,2,6
5265,3,1,6
5287,3,2,6
5358,3,1,6
5527,3,1,6
5601,3,1,6
5701,3,1,6
5727,3,1,6
5782,3,1,6
5867,3,1,6
5902,3,3,6
70,4,1,6
72,4,1,6
162,4,2,6
186,4,3,6
283,4,1,6
289,4,1,6
316,4,1,6
356,4,1,6
430,4,1,6
434,4,1,6
464,4,4,6
493,4,9,6
506,4,1,6
635,4,1,6
737,4,1,6
796,4,1,6
1019,4,1,6
1071,4,2,6
1083,4,1,6
1086,4,2,6
1090,4,1,6
1114,4,1,6
1124,4,1,6
1125,4,1,6
1133,4,1,6
1162,4,1,6
1283,4,1,6
1293,4,4,6
1342,4,1,6
1392,4,1,6
1487,4,2,6
1525,4,2,6
1696,4,1,6
1770,4,1,6
1871,4,1,6
1897,4,1,6
1917,4,1,6
2141,4,1,6
2146,4,1,6
2199,4,1,6
2200,4,1,6
2206,4,2,6
2252,4,2,6
2278,4,2,6
2309,4,1,6
2371,4,1,6
2377,4,1,6
2430,4,1,6
2433,4,1,6
2439,4,2,6
2484,4,1,6
2498,4,2,6
2499,4,3,6
2542,4,2,6
2547,4,1,6
2563,4,3,6
2593,4,1,6
2606,4,1,6
2644,4,1,6
2709,4,1,6
2712,4,2,6
2713,4,1,6
2757,4,1,6
2877,4,1,6
2883,4,1,6
2979,4,1,6
2995,4,1,6
3039,4,2,6
3094,4,2,6
3233,4,1,6
3284,4,1,6
3306,4,2,6
3376,4,1,6
3392,4,3,6
3402,4,1,6
3479,4,2,6
3493,4,1,6
3511,4,1,6
3648,4,1,6
3674,4,1,6
3733,4,1,6
3734,4,1,6
3741,4,1,6
3791,4,1,6
3801,4,2,6
3885,4,1,6
3970,4,1,6
4006,4,3,6
4093,4,1,6
4106,4,1,6
4122,4,7,6
4164,4,3,6
4185,4,1,6
4200,4,5,6
4206,4,1,6
4207,4,3,6
4219,4,2,6
4236,4,1,6
4239,4,4,6
4302,4,1,6
4425,4,2,6
4460,4,1,6
4502,4,1,6
4512,4,1,6
4528,4,1,6
4621,4,1,6
4694,4,1,6
4698,4,1,6
4797,4,1,6
4799,4,1,6
4896,4,1,6
4906,4,3,6
4930,4,1,6
4979,4,5,6
5130,4,1,6
5265,4,1,6
5329,4,1,6
5336,4,1,6
5401,4,3,6
5457,4,1,6
5525,4,2,6
5527,4,2,6
5637,4,1,6
5661,4,1,6
5674,4,1,6
5821,4,1,6
5836,4,1,6
5858,4,1,6
5867,4,1,6
18,5,1,6
39,5,1,6
100,5,1,6
181,5,1,6
186,5,1,6
223,5,1,6
224,5,4,6
227,5,2,6
284,5,1,6
289,5,2,6
353,5,2,6
476,5,1,6
506,5,2,6
737,5,2,6
821,5,1,6
861,5,1,6
930,5,1,6
1080,5,2,6
1084,5,1,6
1105,5,8,6
1342,5,1,6
1353,5,1,6
1398,5,2,6
1454,5,1,6
1487,5,1,6
1670,5,2,6
1700,5,1,6
1737,5,1,6
1795,5,1,6
1810,5,1,6
1903,5,1,6
2088,5,1,6
2094,5,1,6
2111,5,3,6
2112,5,1,6
2158,5,1,6
2172,5,2,6
2262,5,1,6
2305,5,2,6
2452,5,1,6
2505,5,3,6
2550,5,1,6
2578,5,1,6
2609,5,1,6
2614,5,1,6
2716,5,1,6
2722,5,1,6
2877,5,1,6
2962,5,1,6
3035,5,1,6
3147,5,2,6
3218,5,1,6
3227,5,1,6
3306,5,5,6
3392,5,5,6
3518,5,1,6
3519,5,1,6
3520,5,1,6
3521,5,1,6
3522,5,1,6
3581,5,3,6
3677,5,1,6
3681,5,2,6
3736,5,2,6
3862,5,1,6
3955,5,1,6
4093,5,1,6
4106,5,1,6
4114,5,1,6
4138,5,6,6
4158,5,2,6
4184,5,2,6
4204,5,2,6
4239,5,4,6
4374,5,2,6
4390,5,1,6
4399,5,1,6
4513,5,2,6
4528,5,2,6
4572,5,1,6
4746,5,1,6
4857,5,1,6
4882,5,1,6
4899,5,1,6
4979,5,1,6
5014,5,1,6
5055,5,1,6
5065,5,3,6
5066,5,2,6
5081,5,2,6
5137,5,1,6
5142,5,3,6
5255,5,1,6
5265,5,1,6
5353,5,2,6
5435,5,1,6
5459,5,1,6
5554,5,2,6
5555,5,1,6
5574,5,1,6
5834,5,1,6
5867,5,1,6
11,6,1,6
72,6,1,6
175,6,1,6
180,6,1,6
181,6,1,6
227,6,1,6
256,6,1,6
258,6,1,6
260,6,1,6
283,6,1,6
323,6,1,6
353,6,1,6
404,6,2,6
432,6,1,6
470,6,1,6
477,6,2,6
611,6,1,6
629,6,1,6
726,6,1,6
737,6,2,6
743,6,2,6
870,6,4,6
1065,6,1,6
1090,6,1,6
1123,6,1,6
1124,6,2,6
1125,6,1,6
1146,6,1,6
1161,6,1,6
1194,6,1,6
1260,6,1,6
1287,6,1,6
1426,6,1,6
1452,6,2,6
1487,6,1,6
1509,6,1,6
1522,6,1,6
1565,6,1,6
1664,6,2,6
1742,6,3,6
1818,6,3,6
1830,6,2,6
1851,6,3,6
1863,6,2,6
1873,6,2,6
1874,6,1,6
1883,6,1,6
1905,6,1,6
1932,6,1,6
1941,6,1,6
1942,6,1,6
1953,6,1,6
2026,6,1,6
2091,6,1,6
2313,6,1,6
2326,6,2,6
2371,6,1,6
2447,6,1,6
2458,6,1,6
2459,6,1,6
2505,6,2,6
2550,6,2,6
2593,6,1,6
2608,6,1,6
2632,6,3,6
2655,6,1,6
2771,6,1,6
2800,6,1,6
2877,6,1,6
2959,6,1,6
3039,6,2,6
3095,6,1,6
3143,6,1,6
3189,6,1,6
3247,6,1,6
3392,6,3,6
3674,6,1,6
3681,6,1,6
3748,6,1,6
3784,6,1,6
3832,6,1,6
3859,6,1,6
3862,6,1,6
3919,6,1,6
3936,6,7,6
3946,6,1,6
3954,6,1,6
4039,6,1,6
4214,6,2,6
4285,6,1,6
4321,6,1,6
4327,6,1,6
4392,6,1,6
4528,6,1,6
4660,6,1,6
4706,6,1,6
4709,6,1,6
4715,6,1,6
4748,6,1,6
4884,6,1,6
4899,6,1,6
4962,6,1,6
4963,6,1,6
4965,6,2,6
5078,6,1,6
5088,6,1,6
5141,6,1,6
5182,6,2,6
5336,6,3,6
5527,6,1,6
5821,6,1,6
5835,6,1,6
30,7,2,6
175,7,1,6
180,7,1,6
224,7,2,6
227,7,1,6
254,7,1,6
360,7,1,6
398,7,2,6
432,7,1,6
737,7,2,6
872,7,1,6
997,7,1,6
1049,7,9,6
1120,7,1,6
1197,7,2,6
1426,7,1,6
1452,7,1,6
1544,7,1,6
1550,7,1,6
1664,7,2,6
1697,7,1,6
1737,7,1,6
1742,7,1,6
1821,7,2,6
1838,7,1,6
1851,7,3,6
1897,7,1,6
1924,7,1,6
1942,7,2,6
1953,7,3,6
1965,7,1,6
2022,7,3,6
2046,7,2,6
2197,7,1,6
2252,7,1,6
2291,7,5,6
2314,7,1,6
2447,7,2,6
2508,7,1,6
2608,7,5,6
2617,7,3,6
2623,7,2,6
2655,7,2,6
2737,7,2,6
2877,7,1,6
2946,7,1,6
3023,7,2,6
3039,7,2,6
3130,7,1,6
3141,7,3,6
3215,7,1,6
3271,7,1,6
3306,7,1,6
3392,7,2,6
3486,7,1,6
3640,7,1,6
3766,7,2,6
3855,7,1,6
3859,7,1,6
3924,7,2,6
4114,7,1,6
4188,7,1,6
4200,7,1,6
4206,7,1,6
4239,7,2,6
4361,7,1,6
4386,7,1,6
4463,7,1,6
4709,7,5,6
4720,7,3,6
4748,7,1,6
4911,7,2,6
4979,7,1,6
5025,7,4,6
5088,7,1,6
5102,7,1,6
5155,7,2,6
5339,7,2,6
5350,7,1,6
5358,7,2,6
5525,7,3,6
5527,7,1,6
5670,7,1,6
5782,7,1,6
5821,7,1,6
5866,7,1,6
5883,7,5,6
5920,7,1,6
79,8,1,6
164,8,2,6
181,8,1,6
186,8,1,6
258,8,1,6
610,8,2,6
613,8,1,6
726,8,1,6
905,8,1,6
911,8,1,6
940,8,1,6
1010,8,13,6
1058,8,2,6
1544,8,1,6
1552,8,2,6
2172,8,9,6
2305,8,4,6
2316,8,1,6
2333,8,2,6
2869,8,1,6
2946,8,1,6
3406,8,1,6
3660,8,3,6
3681,8,1,6
4005,8,1,6
4017,8,1,6
4235,8,1,6
4321,8,1,6
4471,8,1,6
4799,8,1,6
4873,8,1,6
4887,8,1,6
5002,8,1,6
5142,8,1,6
5516,8,1,6
5525,8,1,6
5547,8,1,6
5674,8,1,6
5710,8,3,6
5711,8,2,6
5782,8,1,6
5852,8,2,6
5866,8,1,6
5901,8,1,6
5903,8,1,6
162,9,2,6
181,9,1,6
208,9,3,6
210,9,1,6
224,9,2,6
289,9,2,6
352,9,1,6
438,9,2,6
473,9,6,6
516,9,1,6
562,9,1,6
622,9,1,6
635,9,3,6
650,9,3,6
836,9,1,6
943,9,1,6
1018,9,1,6
1025,9,2,6
1031,9,1,6
1042,9,1,6
1080,9,1,6
1125,9,2,6
1199,9,1,6
1223,9,5,6
1224,9,3,6
1330,9,2,6
1333,9,1,6
1353,9,2,6
1437,9,1,6
1452,9,1,6
1469,9,2,6
1498,9,1,6
1525,9,1,6
1630,9,1,6
1724,9,1,6
1728,9,1,6
1745,9,1,6
1851,9,1,6
1933,9,1,6
2026,9,1,6
2146,9,1,6
2155,9,1,6
2200,9,1,6
2252,9,2,6
2439,9,2,6
2448,9,1,6
2526,9,1,6
2563,9,3,6
2583,9,2,6
2626,9,1,6
2712,9,1,6
2744,9,2,6
2757,9,1,6
2877,9,1,6
2890,9,1,6
2923,9,2,6
2947,9,1,6
3003,9,1,6
3035,9,1,6
3039,9,2,6
3050,9,2,6
3069,9,2,6
3234,9,5,6
3283,9,1,6
3308,9,2,6
3342,9,1,6
3392,9,2,6
3538,9,1,6
3541,9,2,6
3618,9,1,6
3621,9,1,6
3660,9,1,6
3677,9,5,6
3734,9,2,6
3741,9,2,6
3855,9,2,6
3862,9,1,6
3864,9,1,6
3885,9,10,6
3936,9,2,6
4005,9,1,6
4090,9,8,6
4174,9,1,6
4200,9,5,6
4206,9,1,6
4219,9,3,6
4302,9,1,6
4399,9,1,6
4464,9,1,6
4466,9,1,6
4528,9,1,6
4539,9,1,6
4598,9,1,6
4621,9,2,6
4799,9,4,6
4972,9,2,6
4979,9,1,6
4980,9,2,6
4982,9,1,6
5116,9,1,6
5150,9,2,6
5191,9,1,6
5206,9,1,6
5401,9,1,6
5459,9,1,6
5525,9,2,6
5528,9,1,6
5686,9,1,6
5821,9,1,6
5841,9,1,6
5858,9,1,6
12,10,1,6
43,10,1,6
72,10,1,6
162,10,4,6
245,10,1,6
293,10,2,6
334,10,1,6
344,10,3,6
473,10,1,6
503,10,2,6
650,10,1,6
702,10,1,6
726,10,2,6
737,10,2,6
760,10,1,6
783,10,1,6
856,10,1,6
865,10,2,6
944,10,1,6
946,10,1,6
963,10,1,6
1071,10,3,6
1074,10,1,6
1133,10,1,6
1277,10,1,6
1284,10,1,6
1311,10,1,6
1365,10,1,6
1452,10,2,6
1487,10,1,6
1551,10,1,6
1560,10,4,6
1834,10,1,6
1875,10,1,6
1927,10,2,6
1976,10,1,6
2009,10,3,6
2024,10,1,6
2026,10,1,6
2069,10,1,6
2100,10,1,6
2112,10,1,6
2146,10,1,6
2158,10,2,6
2267,10,1,6
2313,10,1,6
2396,10,1,6
2505,10,1,6
2550,10,1,6
2714,10,1,6
2715,10,3,6
2759,10,1,6
2775,10,1,6
2795,10,1,6
2873,10,1,6
2877,10,1,6
2970,10,5,6
2975,10,1,6
3017,10,1,6
3123,10,4,6
3141,10,1,6
3147,10,2,6
3165,10,1,6
3198,10,1,6
3218,10,2,6
3230,10,1,6
3540,10,1,6
3571,10,2,6
3573,10,2,6
3629,10,1,6
3652,10,1,6
3826,10,1,6
3848,10,1,6
4001,10,1,6
4072,10,1,6
4093,10,1,6
4197,10,1,6
4200,10,3,6
4204,10,1,6
4228,10,1,6
4239,10,1,6
4253,10,1,6
4291,10,1,6
4505,10,1,6
4516,10,1,6
4528,10,1,6
4611,10,1,6
4641,10,1,6
4648,10,2,6
4874,10,1,6
4980,10,2,6
5045,10,1,6
5088,10,4,6
5108,10,1,6
5137,10,1,6
5210,10,1,6
5294,10,1,6
5316,10,1,6
5435,10,1,6
5525,10,1,6
5638,10,1,6
5782,10,1,6
5867,10,1,6
5872,10,1,6
5884,10,1,6
11,11,1,6
181,11,1,6
506,11,1,6
518,11,2,6
561,11,1,6
1017,11,1,6
1042,11,3,6
1050,11,1,6
1082,11,1,6
1287,11,2,6
1330,11,2,6
1333,11,1,6
1431,11,1,6
1446,11,1,6
1544,11,1,6
1611,11,1,6
1743,11,1,6
1851,11,2,6
1896,11,1,6
1903,11,1,6
1929,11,1,6
1976,11,1,6
2100,11,2,6
2112,11,3,6
2146,11,2,6
2188,11,3,6
2251,11,1,6
2436,11,3,6
2756,11,1,6
2869,11,1,6
2877,11,1,6
3050,11,1,6
3071,11,2,6
3306,11,1,6
3310,11,1,6
3392,11,12,6
3481,11,2,6
3511,11,1,6
3571,11,1,6
3573,11,1,6
3581,11,1,6
3674,11,1,6
3725,11,1,6
3775,11,1,6
3778,11,1,6
3840,11,1,6
3974,11,1,6
4057,11,1,6
4111,11,2,6
4134,11,1,6
4197,11,3,6
4200,11,2,6
4204,11,3,6
4235,11,2,6
4236,11,1,6
4239,11,3,6
4285,11,1,6
4436,11,1,6
4446,11,2,6
4497,11,1,6
4506,11,1,6
4528,11,3,6
4541,11,1,6
4555,11,1,6
4592,11,2,6
4694,11,1,6
4716,11,1,6
4760,11,1,6
4816,11,1,6
4834,11,1,6
4853,11,1,6
5075,11,1,6
5293,11,1,6
5513,11,3,6
5555,11,1,6
5853,11,4,6
5886,11,5,6
5901,11,1,6
41,12,1,6
46,12,2,6
65,12,1,6
70,12,2,6
181,12,1,6
236,12,1,6
283,12,1,6
338,12,1,6
473,12,2,6
506,12,1,6
518,12,1,6
535,12,2,6
726,12,1,6
737,12,2,6
1019,12,1,6
1042,12,1,6
1055,12,1,6
1056,12,2,6
1071,12,2,6
1125,12,1,6
1452,12,3,6
1487,12,1,6
1673,12,1,6
1674,12,1,6
1855,12,1,6
1890,12,2,6
1905,12,1,6
1917,12,2,6
2022,12,1,6
2100,12,1,6
2146,12,2,6
2176,12,2,6
2252,12,1,6
2278,12,2,6
2377,12,1,6
2503,12,1,6
2587,12,1,6
2593,12,2,6
2639,12,4,6
2699,12,5,6
2712,12,1,6
2743,12,1,6
2823,12,9,6
2834,12,3,6
2877,12,1,6
2891,12,1,6
2946,12,1,6
2972,12,1,6
3014,12,1,6
3039,12,3,6
3050,12,2,6
3123,12,7,6
3150,12,1,6
3171,12,1,6
3350,12,2,6
3354,12,2,6
3380,12,4,6
3392,12,11,6
3511,12,1,6
3581,12,5,6
3674,12,2,6
3681,12,2,6
3734,12,1,6
3741,12,2,6
3748,12,1,6
4006,12,1,6
4097,12,1,6
4183,12,1,6
4200,12,8,6
4204,12,8,6
4207,12,1,6
4219,12,1,6
4302,12,1,6
4390,12,1,6
4464,12,2,6
4517,12,1,6
4528,12,1,6
4698,12,2,6
4799,12,1,6
4828,12,1,6
4871,12,1,6
4979,12,2,6
4980,12,1,6
5014,12,1,6
5078,12,1,6
5137,12,1,6
5329,12,1,6
5336,12,1,6
5358,12,1,6
5383,12,1,6
5392,12,1,6
5401,12,5,6
5525,12,3,6
5657,12,3,6
5782,12,1,6
5849,12,1,6
5859,12,1,6
74,13,1,6
284,13,1,6
372,13,1,6
534,13,1,6
791,13,1,6
1031,13,1,6
1123,13,1,6
1133,13,1,6
1172,13,1,6
1197,13,1,6
1330,13,1,6
1452,13,1,6
1465,13,1,6
1466,13,1,6
1550,13,1,6
1790,13,2,6
1830,13,2,6
1875,13,1,6
1897,13,1,6
1905,13,1,6
2200,13,2,6
2477,13,1,6
2497,13,1,6
2533,13,1,6
2562,13,1,6
2623,13,1,6
2655,13,1,6
2745,13,1,6
2877,13,1,6
3011,13,1,6
3060,13,1,6
3080,13,1,6
3245,13,1,6
3249,13,2,6
3306,13,1,6
3308,13,1,6
3392,13,4,6
3662,13,1,6
3677,13,4,6
3838,13,1,6
4039,13,1,6
4093,13,1,6
4126,13,1,6
4158,13,1,6
4239,13,1,6
4414,13,1,6
4446,13,2,6
4490,13,2,6
4520,13,1,6
4525,13,1,6
4648,13,1,6
5088,13,1,6
5137,13,1,6
5294,13,2,6
5598,13,3,6
5642,13,1,6
5661,13,1,6
5670,13,1,6
38,14,1,6
39,14,1,6
137,14,1,6
162,14,1,6
181,14,2,6
227,14,1,6
289,14,1,6
321,14,1,6
423,14,1,6
488,14,1,6
821,14,2,6
1017,14,1,6
1221,14,1,6
1253,14,1,6
1525,14,1,6
1596,14,1,6
1830,14,1,6
2044,14,2,6
2079,14,1,6
2200,14,2,6
2258,14,2,6
2458,14,1,6
2877,14,1,6
2945,14,2,6
3039,14,2,6
3125,14,1,6
3141,14,1,6
3240,14,2,6
3303,14,1,6
3306,14,1,6
3392,14,10,6
3674,14,1,6
3681,14,1,6
3721,14,1,6
3974,14,1,6
4096,14,1,6
4239,14,2,6
4349,14,2,6
4441,14,1,6
4461,14,1,6
4668,14,1,6
4688,14,1,6
4753,14,2,6
4786,14,4,6
4880,14,1,6
5106,14,1,6
5141,14,3,6
5142,14,1,6
5265,14,1,6
5356,14,1,6
5401,14,3,6
5670,14,1,6
5867,14,1,6
65,15,2,6
72,15,2,6
289,15,1,6
432,15,2,6
473,15,1,6
783,15,1,6
1019,15,1,6
1056,15,1,6
1064,15,1,6
1071,15,1,6
1123,15,1,6
1291,15,1,6
1335,15,2,6
1414,15,1,6
1454,15,3,6
1487,15,1,6
1489,15,1,6
1621,15,2,6
1673,15,2,6
1851,15,2,6
1905,15,1,6
1915,15,1,6
1929,15,1,6
2091,15,1,6
2113,15,2,6
2146,15,1,6
2277,15,2,6
2423,15,1,6
2439,15,3,6
2513,15,3,6
2624,15,1,6
2632,15,1,6
2699,15,2,6
2712,15,3,6
2823,15,1,6
2833,15,4,6
2877,15,1,6
2939,15,1,6
3035,15,1,6
3039,15,3,6
3050,15,1,6
3095,15,2,6
3123,15,2,6
3221,15,3,6
3342,15,1,6
3350,15,1,6
3373,15,2,6
3392,15,1,6
3398,15,2,6
3581,15,2,6
3674,15,1,6
3709,15,1,6
3712,15,1,6
3734,15,1,6
3741,15,6,6
3757,15,1,6
3934,15,2,6
3948,15,1,6
4090,15,1,6
4158,15,2,6
4200,15,3,6
4207,15,2,6
4219,15,3,6
4239,15,1,6
4326,15,1,6
4382,15,2,6
4428,15,2,6
4460,15,1,6
4540,15,1,6
4697,15,2,6
4698,15,1,6
4782,15,4,6
4802,15,4,6
4834,15,3,6
4906,15,2,6
4929,15,1,6
5000,15,5,6
5075,15,2,6
5142,15,1,6
5275,15,1,6
5277,15,1,6
5401,15,2,6
